id,text,type
718,Perchè è come se le mie giornate non appartenessero a me ma all'azienda.,2
719,Vorrei una società che comprenda l'importanza di avere il tempo per la propria crescita personale.,2
720,Le ferie ci vengono imposte quando fa comodo al capo e senza preavviso.,2
721,Il management è incompetente e l'ambiente non è sano.,2
722,"Toglie tempo, libertà, spontaneità + rischio di prendere il covid solo per far guadagnare i boss.",2
723,Sto 9 ore al giorno davanti una scrivania. Timbro un cartellino e non vengo valutata per obiettivi.,2
724,Perchè lo stress permea ogni sfaccettatura della mia esistenza.,2
725,Perchè mi sembra di non fare altro.,2
726,Mi spegne la creatività e mi incastra in una cornice che non è la mia.,2
727,Perché subisco quotidianamente pressioni commerciali indebite,2
728,"Non sono libera di esprimere opinioni in contrasto con l'autorità (la pena è l'isolamento, le offese e il mobbing).",2
729,Odio lo spreco assurdo e inutile di carta nella PA quando ci sono gli strumenti digitali.,2
730,Flessibilità oraria equivale a dire 10 ore davanti al PC,2
731,La logica lavorista tarpa le ali a tant* potenziali artist*,2
732,Mi sento un numero e non una risorsa.,2
733,Non ha orari.,2
734,A fronte di un grande impegno e tanta responsabilità non ricevo alcun tipo di gratificazione.,2
735,Tutto è dovuto.,2
736,Odio il lavoro perchè quando non lo trovo le persone pensano che sia colpa mia che non mi impegno abbastanza.,2
737,Sottrae le energie che vorrei dedicare al mio sviluppo intellettuale. ,2
738,"Odio portarmi il lavoro a casa, come se fosse una cosa scontata e dovuta. ",2
739,Stipendio basso.,2
740,"Ogni secondo passato a fare qualcosa che non ti rispecchia, edifica e fa crescere è un secondo sprecato. ",2
741,Perchè i clienti non capiscono il senso di tempo libero.,2
742,La quantità di ore settimanali che si dedicano al lavoro.,2
743,"Tante persone non riflettono, si limitano a passare acriticamente comandi, facendomi perdere tempo.",2
744,Amo il mio lavoro ma faccio solo quello 13/14 ore al giorno. ,2
745,"Sono farmacista, vendo farmaci, faccio tamponi, vaccini, analisi e mi chiamano ""signorina"".",2
746,"Vengono premiati solo gli ""yes man"".",2
747,Soprattutto per il poco tempo libero che mi resta.,2
748,Perchè amo il mio tempo libero e mi obbliga ad aver rapporti con persone che non sopporto.,2
749,Per quanto bene faccio non progredisco mai e continuo a venir sfruttat*.,2
750,I miei capi sono ignoranti e mi sento l'unica che prende seriamente le cose.,2
751,La furia e l'ansia di imparare qualcosa di spendibile non mi hanno mai fatto capire cosa davvero mi piace fare nella vita.,2
752,"Apparire è più importante dell'essere,",2
753,Gli orari sono indecenti e la paga pure. Devi vivere per lavorare e dire anche grazie.,2
754,Anche una sola ora che dedico al lavoro provoca in me un malessere insostenibile. ,2
755,Il fatto che sia spacciato come tale quando invece è solo un praticantato.,2
756,"""Manca il budget x per fornire materiale per lavorare bene"" e poi ai piani alti comprano costosissime cose inutili al lavoro. ",2
757,Nelle promozioni danno la precedenza ai colleghi maschi. I manager sono per il 90% uomini.,2
758,Odio la falsa credenza secondo la quale più ore lavoro (straordinari non retribuiti) e più sono bravo.,2
759,Con una laurea e un master mi pagano 10 euro lordi l'ora.,2
760,Odiavo (poi mi sono liberata) l'intera giornata fuori casa dedicata al lavoro.,2
761,Non mi permette di avere il tempo da passare con le mie figlie.,2
762,Per due ragioni: ambiente tossico per le giovani donne e una costante percezione di inutilità.,2
763,"Sono insegnante precaria: no bonus, no soldi per comprare i libri per integrare il lavoro a scuola. ",2
764,Anche se preferisco lavorare da libero professionista attualmente il lavoro non mi da alcuna prospettiva. ,2
765,Odio il fatto che dipenda per l'80% dal marketing e quindi dall'influenzabilità delle persone.,2
766,"Se sei critico, rifiuti un posto e/o non ti spacchi di fatica sei ritenuto uno scansafatiche.",2
767,"Barattiamo la cosa più importante della vita ""il tempo"" per una manciata di euro.",2
768,Non ce l'ho ma lo vorrei tanto. Sindrome della volpe e l'uva?,2
769,"Non lo odio, non il mio. Odio il fatto che non ci sia il giusto rispetto per il tempo libero.",2
770,Faccio la cameriera. (Vorrei scrivere molto di più ma sono certa che basti questo per capire).,2
771,Non ho tempo e sono stanca morta.,2
772,L'ansia di cosa ho da fare per lavoro è sempre nei miei pensieri. Non stacco mai.,2
773,Odio vedere il lavoro come unica via di appagamento.,2
774,Il mio superiore diretto non è in grado di ascoltare in modo proattivo e di confrontarsi.,2
775,Gli errori non vengono mai dai piani alti ma è sempre colpa nostra se le vendite vanno male.,2
776,Perchè non ho un corretto riconoscimento economico. ,2
777,"Tutto ciò che ruota intorno al concetto di ""cultura aziendale"" è pura propaganda.",2
778,Ansia perenne.,2
